code,name,areaCode,provinceCode,cityCode
330109505,"萧山钱江世纪城",330109,33,3301
330110005,"五常街道",330110,33,3301
330110009,"仁和街道",330110,33,3301
330110010,"良渚街道",330110,33,3301
330110011,"闲林街道",330110,33,3301
330110012,"仓前街道",330110,33,3301
330110013,"余杭街道",330110,33,3301
330110014,"中泰街道",330110,33,3301
330110109,"径山镇",330110,33,3301
330110110,"瓶窑镇",330110,33,3301
330110111,"鸬鸟镇",330110,33,3301
330110112,"百丈镇",330110,33,3301
330110113,"黄湖镇",330110,33,3301
330111001,"富春街道",330111,33,3301
330111002,"春江街道",330111,33,3301
330111004,"鹿山街道",330111,33,3301
330111005,"东洲街道",330111,33,3301
330111006,"银湖街道",330111,33,3301
330111100,"万市镇",330111,33,3301
330111101,"洞桥镇",330111,33,3301
330111103,"渌渚镇",330111,33,3301
330111105,"永昌镇",330111,33,3301
330111108,"里山镇",330111,33,3301
330111109,"常绿镇",330111,33,3301
330111110,"场口镇",330111,33,3301
330111111,"常安镇",330111,33,3301
330111112,"龙门镇",330111,33,3301
330111115,"新登镇",330111,33,3301
330111116,"胥口镇",330111,33,3301
330111117,"大源镇",330111,33,3301
330111118,"灵桥镇",330111,33,3301
330111200,"新桐乡",330111,33,3301
330111201,"上官乡",330111,33,3301
330111204,"环山乡",330111,33,3301
330111205,"湖源乡",330111,33,3301
330111206,"春建乡",330111,33,3301
330111207,"渔山乡",330111,33,3301
330112002,"玲珑街道",330112,33,3301
330112005,"锦南街道",330112,33,3301
330112006,"锦城街道",330112,33,3301
330112007,"锦北街道",330112,33,3301
330112008,"青山湖街道",330112,33,3301
330112102,"高虹镇",330112,33,3301
330112103,"太湖源镇",330112,33,3301
330112104,"於潜镇",330112,33,3301
330112106,"太阳镇",330112,33,3301
330112107,"潜川镇",330112,33,3301
330112108,"昌化镇",330112,33,3301
330112109,"河桥镇",330112,33,3301
330112111,"湍口镇",330112,33,3301
330112112,"清凉峰镇",330112,33,3301
330112113,"岛石镇",330112,33,3301
330112115,"板桥镇",330112,33,3301
330112116,"天目山镇",330112,33,3301
330112117,"龙岗镇",330112,33,3301
330113001,"临平街道",330113,33,3301
330113002,"南苑街道",330113,33,3301
330113003,"东湖街道",330113,33,3301
330113004,"星桥街道",330113,33,3301
330113005,"乔司街道",330113,33,3301
330113006,"运河街道",330113,33,3301
330113007,"崇贤街道",330113,33,3301
330113100,"塘栖镇",330113,33,3301
330114001,"下沙街道",330114,33,3301
330114002,"白杨街道",330114,33,3301
330114003,"河庄街道",330114,33,3301
330114004,"义蓬街道",330114,33,3301
330114005,"新湾街道",330114,33,3301
330114006,"临江街道",330114,33,3301
330114007,"前进街道",330114,33,3301
330122002,"旧县街道",330122,33,3301
330122003,"桐君街道",330122,33,3301
330122004,"城南街道",330122,33,3301
330122005,"凤川街道",330122,33,3301
330122101,"富春江镇",330122,33,3301
330122102,"横村镇",330122,33,3301
330122109,"分水镇",330122,33,3301
330122110,"瑶琳镇",330122,33,3301
330122112,"百江镇",330122,33,3301
330122113,"江南镇",330122,33,3301
330122201,"莪山畲族乡",330122,33,3301
330122202,"钟山乡",330122,33,3301
330122204,"新合乡",330122,33,3301
330122210,"合村乡",330122,33,3301
330127100,"千岛湖镇",330127,33,3301
330127101,"文昌镇",330127,33,3301
330127102,"石林镇",330127,33,3301
330127103,"临岐镇",330127,33,3301
330127104,"威坪镇",330127,33,3301
330127106,"姜家镇",330127,33,3301
330127107,"梓桐镇",330127,33,3301
330127108,"汾口镇",330127,33,3301
330127109,"中洲镇",330127,33,3301
330127110,"大墅镇",330127,33,3301
330127111,"枫树岭镇",330127,33,3301
330127200,"里商乡",330127,33,3301
330127201,"金峰乡",330127,33,3301
330127202,"富文乡",330127,33,3301
330127203,"左口乡",330127,33,3301
330127205,"屏门乡",330127,33,3301
330127206,"瑶山乡",330127,33,3301
330127208,"王阜乡",330127,33,3301
330127210,"宋村乡",330127,33,3301
330127211,"鸠坑乡",330127,33,3301
330127212,"浪川乡",330127,33,3301
330127214,"界首乡",330127,33,3301
330127216,"安阳乡",330127,33,3301
330182001,"新安江街道",330182,33,3301
330182002,"洋溪街道",330182,33,3301
330182003,"更楼街道",330182,33,3301
330182101,"莲花镇",330182,33,3301
330182102,"乾潭镇",330182,33,3301
330182104,"梅城镇",330182,33,3301
330182105,"杨村桥镇",330182,33,3301
330182106,"下涯镇",330182,33,3301
330182107,"大洋镇",330182,33,3301
330182108,"三都镇",330182,33,3301
330182109,"寿昌镇",330182,33,3301
330182110,"航头镇",330182,33,3301
330182111,"大慈岩镇",330182,33,3301
330182112,"大同镇",330182,33,3301
330182113,"李家镇",330182,33,3301
330182202,"钦堂乡",330182,33,3301
330203001,"南门街道",330203,33,3302
330203002,"江厦街道",330203,33,3302
330203003,"西门街道",330203,33,3302
330203004,"月湖街道",330203,33,3302
330203005,"鼓楼街道",330203,33,3302
330203006,"白云街道",330203,33,3302
330203007,"段塘街道",330203,33,3302
330203008,"望春街道",330203,33,3302
330203009,"石碶街道",330203,33,3302
330203100,"高桥镇",330203,33,3302
330203101,"横街镇",330203,33,3302
330203102,"集士港镇",330203,33,3302
330203103,"古林镇",330203,33,3302
330203104,"洞桥镇",330203,33,3302
330203105,"鄞江镇",330203,33,3302
330203106,"章水镇",330203,33,3302
330203200,"龙观乡",330203,33,3302
330205001,"外滩街道",330205,33,3302
330205003,"孔浦街道",330205,33,3302
330205004,"文教街道",330205,33,3302
330205005,"甬江街道",330205,33,3302
330205006,"庄桥街道",330205,33,3302
330205007,"洪塘街道",330205,33,3302
330205008,"前江街道",330205,33,3302
330205103,"慈城镇",330205,33,3302
330206001,"大榭街道",330206,33,3302
330206002,"新碶街道",330206,33,3302
330206003,"小港街道",330206,33,3302
330206004,"大碶街道",330206,33,3302
330206005,"霞浦街道",330206,33,3302
330206006,"柴桥街道",330206,33,3302
330206007,"戚家山街道",330206,33,3302
330206008,"春晓街道",330206,33,3302
330206009,"梅山街道",330206,33,3302
330206010,"郭巨街道",330206,33,3302
330206011,"白峰街道",330206,33,3302
330206401,"保税区",330206,33,3302
330211001,"招宝山街道",330211,33,3302
330211002,"蛟川街道",330211,33,3302
330211003,"骆驼街道",330211,33,3302
330211004,"庄市街道",330211,33,3302
330211005,"贵驷街道",330211,33,3302
330211100,"澥浦镇",330211,33,3302
330211101,"九龙湖镇",330211,33,3302
330212001,"下应街道",330212,33,3302
330212002,"钟公庙街道",330212,33,3302
330212004,"梅墟街道",330212,33,3302
330212005,"中河街道",330212,33,3302
330212006,"首南街道",330212,33,3302
330212007,"潘火街道",330212,33,3302
330212008,"百丈街道",330212,33,3302
330212009,"东胜街道",330212,33,3302
330212010,"明楼街道",330212,33,3302
330212011,"白鹤街道",330212,33,3302
330212012,"东柳街道",330212,33,3302
330212013,"东郊街道",330212,33,3302
330212014,"福明街道",330212,33,3302
330212015,"新明街道",330212,33,3302
330212016,"聚贤街道",330212,33,3302
330212100,"瞻岐镇",330212,33,3302
330212101,"咸祥镇",330212,33,3302
330212102,"塘溪镇",330212,33,3302
330212103,"东钱湖镇",330212,33,3302
330212104,"东吴镇",330212,33,3302
330212105,"五乡镇",330212,33,3302
330212106,"邱隘镇",330212,33,3302
330212108,"云龙镇",330212,33,3302
330212109,"横溪镇",330212,33,3302
330212110,"姜山镇",330212,33,3302
330213001,"锦屏街道",330213,33,3302
330213002,"岳林街道",330213,33,3302
330213003,"江口街道",330213,33,3302
330213004,"西坞街道",330213,33,3302
330213005,"萧王庙街道",330213,33,3302
330213006,"方桥街道",330213,33,3302
330213007,"尚田街道",330213,33,3302
330213008,"莼湖街道",330213,33,3302
330213100,"溪口镇",330213,33,3302
330213106,"裘村镇",330213,33,3302
330213107,"大堰镇",330213,33,3302
330213108,"松岙镇",330213,33,3302
330225001,"丹东街道",330225,33,3302
330225002,"丹西街道",330225,33,3302
330225003,"爵溪街道",330225,33,3302
330225101,"石浦镇",330225,33,3302
330225102,"西周镇",330225,33,3302
330225103,"鹤浦镇",330225,33,3302
330225104,"贤庠镇",330225,33,3302
330225105,"墙头镇",330225,33,3302
330225106,"泗洲头镇",330225,33,3302
330225107,"定塘镇",330225,33,3302
330225108,"涂茨镇",330225,33,3302
330225109,"大徐镇",330225,33,3302
330225110,"新桥镇",330225,33,3302
330225200,"东陈乡",330225,33,3302
330225201,"晓塘乡",330225,33,3302
330225202,"黄避岙乡",330225,33,3302
330225203,"茅洋乡",330225,33,3302
330225204,"高塘岛乡",330225,33,3302
330226001,"跃龙街道",330226,33,3302
330226002,"桃源街道",330226,33,3302
330226003,"梅林街道",330226,33,3302
330226004,"桥头胡街道",330226,33,3302
330226101,"长街镇",330226,33,3302
330226102,"力洋镇",330226,33,3302
330226104,"一市镇",330226,33,3302
330226105,"岔路镇",330226,33,3302
330226106,"前童镇",330226,33,3302
330226107,"桑洲镇",330226,33,3302
330226108,"黄坛镇",330226,33,3302
330226109,"大佳何镇",330226,33,3302
330226110,"强蛟镇",330226,33,3302
330226111,"西店镇",330226,33,3302
330226112,"深甽镇",330226,33,3302
330226200,"胡陈乡",330226,33,3302
330226201,"茶院乡",330226,33,3302
330226202,"越溪乡",330226,33,3302
330281001,"梨洲街道",330281,33,3302
330281002,"凤山街道",330281,33,3302
330281003,"兰江街道",330281,33,3302
330281004,"阳明街道",330281,33,3302
330281005,"低塘街道",330281,33,3302
330281006,"朗霞街道",330281,33,3302
330281100,"临山镇",330281,33,3302
330281101,"黄家埠镇",330281,33,3302
330281102,"小曹娥镇",330281,33,3302
330281103,"泗门镇",330281,33,3302
330281106,"马渚镇",330281,33,3302
330281108,"牟山镇",330281,33,3302
330281109,"丈亭镇",330281,33,3302
330281110,"三七市镇",330281,33,3302
330281111,"河姆渡镇",330281,33,3302
330281112,"大隐镇",330281,33,3302
330281113,"陆埠镇",330281,33,3302
330281114,"梁弄镇",330281,33,3302
330281115,"大岚镇",330281,33,3302
330281116,"四明山镇",330281,33,3302
330281201,"鹿亭乡",330281,33,3302
330282002,"宗汉街道",330282,33,3302
330282003,"坎墩街道",330282,33,3302
330282004,"浒山街道",330282,33,3302
330282005,"白沙路街道",330282,33,3302
330282006,"古塘街道",330282,33,3302
330282104,"掌起镇",330282,33,3302
330282107,"观海卫镇",330282,33,3302
330282108,"附海镇",330282,33,3302
330282109,"桥头镇",330282,33,3302
330282110,"匡堰镇",330282,33,3302
330282111,"逍林镇",330282,33,3302
330282112,"新浦镇",330282,33,3302
330282113,"胜山镇",330282,33,3302
330282114,"横河镇",330282,33,3302
330282116,"崇寿镇",330282,33,3302
330282118,"庵东镇",330282,33,3302
330282120,"长河镇",330282,33,3302
330282121,"周巷镇",330282,33,3302
330282123,"龙山镇",330282,33,3302
330282402,"滨海经济开发区",330282,33,3302
330282403,"高新技术产业园区",330282,33,3302
330282404,"环杭州湾创新中心",330282,33,3302
330282405,"现代农业开发区",330282,33,3302
330282406,"长三角商贸园区",330282,33,3302
330302006,"五马街道",330302,33,3303
330302023,"七都街道",330302,33,3303
330302024,"滨江街道",330302,33,3303
330302025,"南汇街道",330302,33,3303
330302026,"松台街道",330302,33,3303
330302027,"双屿街道",330302,33,3303
330302028,"仰义街道",330302,33,3303
330302029,"大南街道",330302,33,3303
330302030,"蒲鞋市街道",330302,33,3303
330302031,"南郊街道",330302,33,3303
330302032,"广化街道",330302,33,3303
330302033,"丰门街道",330302,33,3303
330302102,"藤桥镇",330302,33,3303
330302105,"山福镇",330302,33,3303
330303001,"永中街道",330303,33,3303
330303002,"蒲州街道",330303,33,3303
330303003,"海滨街道",330303,33,3303
330303004,"永兴街道",330303,33,3303
330303006,"状元街道",330303,33,3303
330303007,"瑶溪街道",330303,33,3303
330303012,"海城街道",330303,33,3303
330303013,"沙城街道",330303,33,3303
330303014,"天河街道",330303,33,3303
330303015,"星海街道",330303,33,3303
330304001,"景山街道",330304,33,3303
330304002,"梧田街道",330304,33,3303
330304003,"南白象街道",330304,33,3303
330304004,"茶山街道",330304,33,3303
330304005,"娄桥街道",330304,33,3303
330304006,"新桥街道",330304,33,3303
330304007,"三垟街道",330304,33,3303
330304008,"瞿溪街道",330304,33,3303
330304009,"郭溪街道",330304,33,3303
330304010,"潘桥街道",330304,33,3303
330304011,"丽岙街道",330304,33,3303
330304012,"仙岩街道",330304,33,3303
330304108,"泽雅镇",330304,33,3303
330305001,"北岙街道",330305,33,3303
330305002,"灵昆街道",330305,33,3303
330305003,"东屏街道",330305,33,3303
330305004,"元觉街道",330305,33,3303
330305005,"霓屿街道",330305,33,3303
330305006,"昆鹏街道",330305,33,3303
330305101,"大门镇",330305,33,3303
330305202,"鹿西乡",330305,33,3303
330324001,"东城街道",330324,33,3303
330324002,"北城街道",330324,33,3303
330324003,"南城街道",330324,33,3303
330324006,"三江街道",330324,33,3303
330324007,"黄田街道",330324,33,3303
330324008,"乌牛街道",330324,33,3303
330324009,"瓯北街道",330324,33,3303
330324102,"桥头镇",330324,33,3303
330324104,"桥下镇",330324,33,3303
330324105,"大若岩镇",330324,33,3303
330324106,"碧莲镇",330324,33,3303
330324107,"巽宅镇",330324,33,3303
330324108,"岩头镇",330324,33,3303
330324109,"枫林镇",330324,33,3303
330324110,"岩坦镇",330324,33,3303
330324111,"沙头镇",330324,33,3303
330324112,"鹤盛镇",330324,33,3303
330324113,"金溪镇",330324,33,3303
330324226,"云岭乡",330324,33,3303
330324227,"茗岙乡",330324,33,3303
330324228,"溪下乡",330324,33,3303
330324229,"界坑乡",330324,33,3303
330324400,"县特产场场区",330324,33,3303
330324401,"四海山林场",330324,33,3303
330324402,"正江山林场",330324,33,3303
330326100,"昆阳镇",330326,33,3303
330326101,"鳌江镇",330326,33,3303
330326102,"水头镇",330326,33,3303
330326103,"萧江镇",330326,33,3303
330326105,"腾蛟镇",330326,33,3303
330326107,"山门镇",330326,33,3303
330326108,"顺溪镇",330326,33,3303
330326109,"南雁镇",330326,33,3303
330326117,"万全镇",330326,33,3303
330326118,"海西镇",330326,33,3303
330326119,"南麂镇",330326,33,3303
330326120,"麻步镇",330326,33,3303
330326121,"凤卧镇",330326,33,3303
330326122,"怀溪镇",330326,33,3303
330326214,"青街畲族乡",330326,33,3303
330326217,"闹村乡",330326,33,3303
330326401,"开发区",330326,33,3303
330327100,"灵溪镇",330327,33,3303
330327103,"宜山镇",330327,33,3303
330327104,"钱库镇",330327,33,3303
330327107,"金乡镇",330327,33,3303
330327112,"藻溪镇",330327,33,3303
330327113,"桥墩镇",330327,33,3303
330327116,"矾山镇",330327,33,3303
330327117,"赤溪镇",330327,33,3303
330327118,"马站镇",330327,33,3303
330327122,"望里镇",330327,33,3303
330327123,"炎亭镇",330327,33,3303
330327124,"大渔镇",330327,33,3303
330327125,"莒溪镇",330327,33,3303
330327126,"南宋镇",330327,33,3303
330327127,"霞关镇",330327,33,3303
330327128,"沿浦镇",330327,33,3303
330327216,"凤阳畲族乡",330327,33,3303
330327218,"岱岭畲族乡",330327,33,3303
330328100,"大峃镇",330328,33,3303
330328101,"百丈漈镇",330328,33,3303
330328102,"南田镇",330328,33,3303
330328103,"西坑畲族镇",330328,33,3303
330328104,"黄坦镇",330328,33,3303
330328105,"珊溪镇",330328,33,3303
330328106,"巨屿镇",330328,33,3303
330328107,"玉壶镇",330328,33,3303
330328108,"峃口镇",330328,33,3303
330328109,"周壤镇",330328,33,3303
330328110,"铜铃山镇",330328,33,3303
330328111,"二源镇",330328,33,3303
330328217,"周山畲族乡",330328,33,3303
330328225,"桂山乡",330328,33,3303
330328226,"双桂乡",330328,33,3303
330328227,"平和乡",330328,33,3303
330328228,"公阳乡",330328,33,3303
330329100,"罗阳镇",330329,33,3303
330329101,"司前畲族镇",330329,33,3303
330329102,"百丈镇",330329,33,3303
330329103,"筱村镇",330329,33,3303
330329104,"泗溪镇",330329,33,3303
330329105,"彭溪镇",330329,33,3303
330329106,"雅阳镇",330329,33,3303
330329107,"仕阳镇",330329,33,3303
330329109,"三魁镇",330329,33,3303
330329111,"南浦溪镇",330329,33,3303
330329112,"龟湖镇",330329,33,3303
330329113,"西旸镇",330329,33,3303
330329204,"竹里畲族乡",330329,33,3303
330329225,"包垟乡",330329,33,3303
330329226,"凤垟乡",330329,33,3303
330329227,"东溪乡",330329,33,3303
330329228,"柳峰乡",330329,33,3303
330329229,"雪溪乡",330329,33,3303
330329230,"大安乡",330329,33,3303
330329400,"乌岩岭自然保护区",330329,33,3303
330381001,"安阳街道",330381,33,3303
330381002,"玉海街道",330381,33,3303
330381003,"锦湖街道",330381,33,3303
330381004,"东山街道",330381,33,3303
330381005,"上望街道",330381,33,3303
330381007,"莘塍街道",330381,33,3303
330381008,"汀田街道",330381,33,3303
330381009,"飞云街道",330381,33,3303
330381010,"仙降街道",330381,33,3303
330381011,"南滨街道",330381,33,3303
330381012,"潘岱街道",330381,33,3303
330381013,"云周街道",330381,33,3303
330381101,"塘下镇",330381,33,3303
330381116,"马屿镇",330381,33,3303
330381120,"陶山镇",330381,33,3303
330381122,"湖岭镇",330381,33,3303
330381125,"高楼镇",330381,33,3303
330381126,"桐浦镇",330381,33,3303
330381127,"林川镇",330381,33,3303
330381128,"曹村镇",330381,33,3303
330381129,"平阳坑镇",330381,33,3303
330381221,"芳庄乡",330381,33,3303
330381222,"北麂乡",330381,33,3303
330382001,"城东街道",330382,33,3303
330382002,"乐成街道",330382,33,3303
330382003,"城南街道",330382,33,3303
330382004,"盐盆街道",330382,33,3303
330382005,"翁垟街道",330382,33,3303
330382006,"白石街道",330382,33,3303
330382007,"石帆街道",330382,33,3303
330382008,"天成街道",330382,33,3303
330382101,"大荆镇",330382,33,3303
330382102,"仙溪镇",330382,33,3303
330382104,"雁荡镇",330382,33,3303
330382105,"芙蓉镇",330382,33,3303
330382106,"清江镇",330382,33,3303
330382108,"虹桥镇",330382,33,3303
330382111,"淡溪镇",330382,33,3303
330382114,"柳市镇",330382,33,3303
330382115,"北白象镇",330382,33,3303
330382121,"湖雾镇",330382,33,3303
330382122,"南塘镇",330382,33,3303
330382123,"南岳镇",330382,33,3303
330382124,"蒲岐镇",330382,33,3303
330382125,"磐石镇",330382,33,3303
330382210,"智仁乡",330382,33,3303
330382211,"龙西乡",330382,33,3303
330382212,"岭底乡",330382,33,3303
330383198,"龙港县直辖村级区划",330383,33,3303
330402007,"建设街道",330402,33,3304
330402008,"解放街道",330402,33,3304
330402009,"新嘉街道",330402,33,3304
330402010,"南湖街道",330402,33,3304
330402011,"新兴街道",330402,33,3304
330402012,"城南街道",330402,33,3304
330402013,"东栅街道",330402,33,3304
330402014,"长水街道",330402,33,3304
330402015,"七星街道",330402,33,3304
330402100,"凤桥镇",330402,33,3304
330402101,"余新镇",330402,33,3304
330402103,"新丰镇",330402,33,3304
330402105,"大桥镇",330402,33,3304
330411002,"新城街道",330411,33,3304
330411003,"嘉北街道",330411,33,3304
330411004,"塘汇街道",330411,33,3304
330411005,"高照街道",330411,33,3304
330411101,"王江泾镇",330411,33,3304
330411103,"油车港镇",330411,33,3304
330411104,"新塍镇",330411,33,3304
330411105,"王店镇",330411,33,3304
330411106,"洪合镇",330411,33,3304
330421001,"魏塘街道",330421,33,3304
330421002,"罗星街道",330421,33,3304
330421003,"惠民街道",330421,33,3304
330421102,"大云镇",330421,33,3304
330421103,"西塘镇",330421,33,3304
330421105,"干窑镇",330421,33,3304
330421107,"陶庄镇",330421,33,3304
330421111,"姚庄镇",330421,33,3304
330421112,"天凝镇",330421,33,3304
330424001,"武原街道",330424,33,3304
330424002,"西塘桥街道",330424,33,3304
330424004,"秦山街道",330424,33,3304
330424005,"望海街道",330424,33,3304
330424101,"沈荡镇",330424,33,3304
330424102,"百步镇",330424,33,3304
330424103,"于城镇",330424,33,3304
330424105,"澉浦镇",330424,33,3304
330424106,"通元镇",330424,33,3304
330481001,"硖石街道",330481,33,3304
330481002,"海洲街道",330481,33,3304
330481003,"海昌街道",330481,33,3304
330481004,"马桥街道",330481,33,3304
330481101,"许村镇",330481,33,3304
330481103,"长安镇",330481,33,3304
330481105,"周王庙镇",330481,33,3304
330481106,"丁桥镇",330481,33,3304
330481107,"斜桥镇",330481,33,3304
330481108,"黄湾镇",330481,33,3304
330481110,"盐官镇",330481,33,3304
330481112,"袁花镇",330481,33,3304
330482001,"当湖街道",330482,33,3304
330482002,"钟埭街道",330482,33,3304
330482003,"曹桥街道",330482,33,3304
330482101,"乍浦镇",330482,33,3304
330482102,"新埭镇",330482,33,3304
330482103,"新仓镇",330482,33,3304
330482106,"广陈镇",330482,33,3304
330482107,"林埭镇",330482,33,3304
330482108,"独山港镇",330482,33,3304
330483001,"梧桐街道",330483,33,3304
330483003,"凤鸣街道",330483,33,3304
330483004,"高桥街道",330483,33,3304
330483100,"乌镇镇",330483,33,3304
330483101,"濮院镇",330483,33,3304
330483102,"屠甸镇",330483,33,3304
330483103,"石门镇",330483,33,3304
330483104,"河山镇",330483,33,3304
330483105,"洲泉镇",330483,33,3304
330483106,"大麻镇",330483,33,3304
330483107,"崇福镇",330483,33,3304
330502001,"月河街道",330502,33,3305
330502002,"朝阳街道",330502,33,3305
330502003,"爱山街道",330502,33,3305
330502004,"飞英街道",330502,33,3305
330502005,"龙泉街道",330502,33,3305
330502006,"凤凰街道",330502,33,3305
330502007,"康山街道",330502,33,3305
330502008,"仁皇山街道",330502,33,3305
330502009,"滨湖街道",330502,33,3305
330502010,"龙溪街道",330502,33,3305
330502011,"杨家埠街道",330502,33,3305
330502012,"环渚街道",330502,33,3305
330502013,"湖东街道",330502,33,3305
330502100,"织里镇",330502,33,3305
330502101,"八里店镇",330502,33,3305
330502102,"妙西镇",330502,33,3305
330502104,"埭溪镇",330502,33,3305
330502105,"东林镇",330502,33,3305
330502200,"道场乡",330502,33,3305
330503001,"东迁街道",330503,33,3305
330503002,"旧馆街道",330503,33,3305
330503100,"南浔镇",330503,33,3305
330503101,"双林镇",330503,33,3305
330503102,"练市镇",330503,33,3305
330503103,"善琏镇",330503,33,3305
330503105,"菱湖镇",330503,33,3305
330503106,"和孚镇",330503,33,3305
330503107,"千金镇",330503,33,3305
330503108,"石淙镇",330503,33,3305
330521001,"武康街道",330521,33,3305
330521002,"舞阳街道",330521,33,3305
330521003,"阜溪街道",330521,33,3305
330521004,"下渚湖街道",330521,33,3305
330521005,"康乾街道",330521,33,3305
330521101,"乾元镇",330521,33,3305
330521102,"新市镇",330521,33,3305
330521103,"洛舍镇",330521,33,3305
330521104,"钟管镇",330521,33,3305
330521110,"雷甸镇",330521,33,3305
330521113,"禹越镇",330521,33,3305
330521114,"新安镇",330521,33,3305
330521115,"莫干山镇",330521,33,3305
330522001,"雉城街道",330522,33,3305
330522002,"画溪街道",330522,33,3305
330522003,"太湖街道",330522,33,3305
330522004,"龙山街道",330522,33,3305
330522101,"洪桥镇",330522,33,3305
330522102,"李家巷镇",330522,33,3305
330522103,"夹浦镇",330522,33,3305
330522104,"林城镇",330522,33,3305
330522106,"虹星桥镇",330522,33,3305
330522108,"小浦镇",330522,33,3305
330522110,"和平镇",330522,33,3305
330522111,"泗安镇",330522,33,3305
330522112,"煤山镇",330522,33,3305
330522200,"水口乡",330522,33,3305
330522202,"吕山乡",330522,33,3305
330523001,"递铺街道",330523,33,3305
330523002,"昌硕街道",330523,33,3305
330523003,"灵峰街道",330523,33,3305
330523004,"孝源街道",330523,33,3305
330523103,"鄣吴镇",330523,33,3305
330523104,"杭垓镇",330523,33,3305
330523105,"孝丰镇",330523,33,3305
330523106,"报福镇",330523,33,3305
330523107,"章村镇",330523,33,3305
330523108,"天荒坪镇",330523,33,3305
330523110,"梅溪镇",330523,33,3305
330523111,"天子湖镇",330523,33,3305
330523201,"溪龙乡",330523,33,3305
330523205,"上墅乡",330523,33,3305
330523206,"山川乡",330523,33,3305
330602001,"塔山街道",330602,33,3306
330602002,"府山街道",330602,33,3306
330602004,"北海街道",330602,33,3306
330602005,"城南街道",330602,33,3306
330602006,"稽山街道",330602,33,3306
330602007,"迪荡街道",330602,33,3306
330602008,"东湖街道",330602,33,3306
330602009,"灵芝街道",330602,33,3306
330602010,"东浦街道",330602,33,3306
330602011,"鉴湖街道",330602,33,3306
330602012,"斗门街道",330602,33,3306
330602013,"皋埠街道",330602,33,3306
330602014,"马山街道",330602,33,3306
330602015,"孙端街道",330602,33,3306
330602016,"陶堰街道",330602,33,3306
330602017,"沥海街道",330602,33,3306
330602108,"富盛镇",330602,33,3306
330603001,"柯桥街道",330603,33,3306
330603002,"柯岩街道",330603,33,3306
330603003,"华舍街道",330603,33,3306
330603004,"湖塘街道",330603,33,3306
330603005,"齐贤街道",330603,33,3306
330603006,"福全街道",330603,33,3306
330603007,"安昌街道",330603,33,3306
330603008,"兰亭街道",330603,33,3306
330603009,"钱清街道",330603,33,3306
330603010,"杨汛桥街道",330603,33,3306
330603011,"马鞍街道",330603,33,3306
330603105,"平水镇",330603,33,3306
330603107,"王坛镇",330603,33,3306
330603109,"稽东镇",330603,33,3306
330603111,"漓渚镇",330603,33,3306
330603114,"夏履镇",330603,33,3306
330604001,"百官街道",330604,33,3306
330604002,"曹娥街道",330604,33,3306
330604003,"东关街道",330604,33,3306
330604004,"道墟街道",330604,33,3306
330604005,"梁湖街道",330604,33,3306
330604006,"小越街道",330604,33,3306
330604007,"崧厦街道",330604,33,3306
330604101,"长塘镇",330604,33,3306
330604102,"上浦镇",330604,33,3306
330604103,"汤浦镇",330604,33,3306
330604104,"章镇镇",330604,33,3306
330604105,"下管镇",330604,33,3306
330604106,"丰惠镇",330604,33,3306
330604107,"永和镇",330604,33,3306
330604109,"驿亭镇",330604,33,3306
330604111,"谢塘镇",330604,33,3306
330604112,"盖北镇",330604,33,3306
330604200,"岭南乡",330604,33,3306
330604201,"陈溪乡",330604,33,3306
330604202,"丁宅乡",330604,33,3306
330624001,"羽林街道",330624,33,3306
330624002,"南明街道",330624,33,3306
330624003,"七星街道",330624,33,3306
330624004,"澄潭街道",330624,33,3306
330624104,"回山镇",330624,33,3306
330624107,"小将镇",330624,33,3306
330624108,"沙溪镇",330624,33,3306
330624109,"镜岭镇",330624,33,3306
330624110,"儒岙镇",330624,33,3306
330624112,"沃洲镇",330624,33,3306
330624200,"城南乡",330624,33,3306
330624201,"东茗乡",330624,33,3306
330681001,"暨阳街道",330681,33,3306
330681002,"浣东街道",330681,33,3306
330681003,"陶朱街道",330681,33,3306
330681004,"暨南街道",330681,33,3306
330681005,"大唐街道",330681,33,3306
330681102,"应店街镇",330681,33,3306
330681103,"次坞镇",330681,33,3306
330681104,"店口镇",330681,33,3306
330681106,"姚江镇",330681,33,3306
330681108,"山下湖镇",330681,33,3306
330681109,"枫桥镇",330681,33,3306
330681110,"赵家镇",330681,33,3306
330681111,"马剑镇",330681,33,3306
330681112,"五泄镇",330681,33,3306
330681115,"牌头镇",330681,33,3306
330681116,"同山镇",330681,33,3306
330681117,"安华镇",330681,33,3306
330681119,"璜山镇",330681,33,3306
330681120,"陈宅镇",330681,33,3306
330681121,"岭北镇",330681,33,3306
330681122,"浬浦镇",330681,33,3306
330681124,"东白湖镇",330681,33,3306
330681201,"东和乡",330681,33,3306
330683001,"剡湖街道",330683,33,3306
330683002,"三江街道",330683,33,3306
330683003,"鹿山街道",330683,33,3306
330683005,"浦口街道",330683,33,3306
330683100,"甘霖镇",330683,33,3306
330683101,"长乐镇",330683,33,3306
330683102,"崇仁镇",330683,33,3306
330683103,"黄泽镇",330683,33,3306
330683104,"三界镇",330683,33,3306
330683105,"石璜镇",330683,33,3306
330683106,"谷来镇",330683,33,3306
330683107,"仙岩镇",330683,33,3306
330683108,"金庭镇",330683,33,3306
330683110,"下王镇",330683,33,3306
330683200,"贵门乡",330683,33,3306
330702001,"城东街道",330702,33,3307
330702002,"城中街道",330702,33,3307
